Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
24,FI_SR,SR,,,"[TG_DOC, TG_STATIC, TG_TRANS, TG_UNDOCUMENTED, TG_UNUSED]","Сложносоставной static rank, собирается из статических компонентов по отдельной формуле((http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/ObshayaFormula/TekushhieKomponenty/#oftnd1 *)).","[""gulin"", ""somov""]","[""gulin"", ""somov""]","A complex static rank, assembled from static components by a separate formula((http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/ObshayaFormula/TekushhieKomponenty/#oftnd1 *)).",True,,True,,True,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,FI_REFINES,TRref,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_NN_OVER_FEATURES_USE]","Фактор про число refines. В языке запросов есть фича user refines ('слово, перед которым стоит знак процентика'). По задумке это означает что-то вроде 'хорошо бы, чтобы слово в документе было'. Единственное известное ((http://staff.yandex-team.ru/gulin Андрей Гулин)) ценное использование данной фичи - это запрос [%официальный %сайт НазваниеФирмы]. Пользователям данная фича неизвестна, т.к. не описана ни в какой документации. Планируется, что она исчезнет из языка запросов, но в колдунщике слова с приоритетом USER_REFINE останутся. Фактор говорит о том, сколько максимум USER_REFINE-слов одновременно встречалось в рамках единого попадания в кворум. Считается, что их от 0 до 3 (если >3, то считается, что 3). Это число мапится в полуинтервал [0,1)","[""gulin"", ""leo""]","[""gulin"", ""leo""]","Factor about the number of refines. The query language has a user refines ('word preceded by a percent sign') feature. This is supposed to mean something like 'it would be nice to have a word in the document'. The only known ((http://staff.yandex-team.ru/gulin Andrey Gulin)) valuable use of this feature is querying [%official %site FirmName]. This feature is unknown to users, since it is not described in any documentation. It is planned that it will disappear from the query language, but the words with USER_REFINE priority will remain in the wizard. The factor tells you how many maximum USER_REFINE words were encountered simultaneously within a single quorum hit. It is said to be between 0 and 3 (if >3, it is said to be 3). This number is mapped to the half-interval [0,1)",True,,,,,LegacyTR,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FI_TR_BOOST,TRboost,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_NN_OVER_FEATURES_USE]","Число, на которое умножаются некоторые линковые факторы (именно, факторы номер 6, 7, 47, 66), если текстовая релевантность 0, и ссылок мало",gulin,gulin,"The number by which some link factors (namely, factors number 6, 7, 47, 66) are multiplied if the text relevance is 0 and there are few links",True,,,,,Dynamic,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,FI_TRLR_LEMMA,TRLRlemma,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_SAMOHOD_UNIMPLEMENTED, TG_CALLISTO_UNIMPLEMENTED, TG_NN_OVER_FEATURES_USE]",В текстовой релевантности произошло совпадение леммы.,"[""gulin"", ""leo""]","[""gulin"", ""leo""]","In textual relevance, a lemma match occurred.",True,,,,,Dynamic,True,True,,True,True,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FI_TRAFGRAPH_OUT_ALL_SHARE_D,TrafgraphOutAll_share_d,,,"[TG_OWNER, TG_STATIC, TG_OFTEN_ZERO, TG_COMMERCIAL, TG_NN_OVER_FEATURES_USE]",Remapped mascot feature TrafgraphOutAll_share_d,"[""bikulov""]","[""bikulov"", ""sdormidontov""]",Remapped mascot feature TrafgraphOutAll_share_d,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,SEARCHSPAM-15531,2020-09-30,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FI_RELEV_SENTS_DSSM,RelevSentsDssm,,,"[TG_DYNAMIC, TG_DOC, TG_DOC_TEXT, TG_NEURAL, TG_NN_OVER_FEATURES_USE]","Dssm модель, обучена на переформулировки, в документной части использует релевантные запросу предложения","[""padese""]","[""padese""]","Dssm model, trained on reformulations, uses relevant sentences in the document part",True,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,FACTOR-2259,2020-03-03,,,"{Name: ""DssmRelevSents""}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,FI_FRESH_NEWS_DETECTOR_PREDICT,FreshNewsDetectorPredict,,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_USER, TG_FRESHNESS_USE, TG_L2, TG_QUERY_DETECTOR_PREDICT, TG_UNUSED, TG_NOT_01]","Значение детектора новостей, рассчитываемого в бегемоте. Всегда 0 при значении детектора меньше порога.","[""alejes"", ""hygge""]","[""alejes"", ""hygge""]",The value of the news detector calculated in behemoth. Always 0 when the detector value is less than the threshold.,,,,True,True,,,True,,,,,,,,,,,True,,,True,,,,,,,,WEBFRESH-478,2020-09-27,,,,,-3e+38,3e+38,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,FI_HIT_NUM_100,LRHitNum100,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_UNDOCUMENTED, TG_DEPRECATED]",Преобразованное количество слов запроса во всех линках url`а.,leshch,alsafr,The converted number of query words in all url links.,True,,,,,LegacyLR,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,FI_HIT_NUM_GT_16,LRHitNumGt16,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_BINARY, TG_UNDOCUMENTED, TG_DEPRECATED]","У документа LR>20 количество вхождение слов запроса в линках > 16, фактор про LR.",leshch,alsafr,"The document LR>20 has the number of occurrences of the query words in the links > 16, factor about LR.",True,,,,,LegacyLR,,True,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FI_PCT_LINKS,PctLinks,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_UNDOCUMENTED, TG_DEPRECATED]","Для документов с высокой LR - нормированная линковая релевантность без учета близости, для документов с низкой LR  0",leshch,alsafr,"For documents with high LR - normalized link relevance without regard to proximity, for documents with low LR 0",True,,,,,LegacyLR,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FI_HAS_LR,HasLR,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_BINARY, TG_REARR_USE, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_DEPRECATED]",Url высокую LR.,denplusplus,alsafr,Url high LR.,True,,,,,LegacyLR,,True,True,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FI_LINK_QUALITY,LinkQuality,,,"[TG_DOC, TG_LINK_TEXT, TG_STATIC, TG_DEPRECATED, TG_L2]","Качество входящих ссылок (классификатор Лещинера) - сломан, см [405]",leshch,alsafr,"Quality of incoming references (Leschiner's classifier) - broken, see [405]",True,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FI_ALICE_MUSIC_TRACK_TITLE_COSINE_MATCH_MAX_PREDICTION,AliceMusicTrackTitleCosineMatchMaxPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_UNUSED, TG_DYNAMIC, TG_DOC, TG_ALICE_MUSIC, TG_ANNOTATION_NOFILTER, TG_TEXT_MACHINE, TG_ALLOW_USE_FOR_ALICE]",Значение фактора CosineMatchMaxPrediction для стрима AliceMusic,anrodigina,"[""anrodigina"", ""gotmanov"", ""hommforever""]",CosineMatchMaxPrediction factor value for the AliceMusic stream,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,"[""BUKI-2932""]",2020-03-11,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,FI_NUM_LINKS,NumLinks,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/NumLinks,,"[TG_DOC, TG_LINK_GRAPH, TG_STATIC, TG_L2, TG_UNUSED]",Число входящих ссылок. Ремапится.,,"[""tsimkha"", ""alsafr""]",Number of incoming links. Remaps.,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FI_POPULAR_Q,PopularQ,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/PopularQ,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_REARR_USE, TG_L2, TG_DEPRECATED]",Популярность запроса,denplusplus,"[""diver"", ""akhropov""]",Popularity of the request,,,,True,,Query,,True,True,,,,True,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,"[{Feature: [""PopularQ""], Slice: ""begemot_query_factors""}]",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,FI_TR_UNMAPPED,TRUnmapped,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_NN_OVER_FEATURES_USE]",TR деленный на куб количества слов в запросе и преобразованный стандартным remapTR.,"[""denplusplus"", ""gulin""]","[""alsafr"", ""gulin""]",TR divided by the cube of the number of words in the query and converted by the standard remapTR.,True,,,,,LegacyTR,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FI_RUS_LANG,RusLang,,,"[TG_DOC, TG_DOC_TEXT, TG_STATIC, TG_BINARY, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_L2, TG_NN_OVER_FEATURES_USE]",Язык документа - русский.,"[""aalekseev"", ""denplusplus""]",alsafr,The language of the document is Russian.,True,,True,True,,,True,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FI_ADD_TIME,AddTime,,,"[TG_DATE, TG_DOC, TG_STATIC, TG_REARR_USE, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]","Время добавления страницы, больше - более старый документ; кладется корень из времени, отображенный на интервал [0,1] так, чтобы 3+ года давало 1.","[""aalekseev"", ""denplusplus""]",alsafr,"The time of adding a page, more is an older document; put the root of the time mapped to the interval [0,1] so that 3+ years gives 1.",True,,True,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,FI_IS_MAIN_PAGE,IsMainPage,,,"[TG_DOC, TG_STATIC, TG_BINARY, TG_REARR_USE, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_L2, TG_NN_OVER_FEATURES_USE]","Если главная страница владельца (чаще всего домен второго уровня, например xxxx.ru), то фактор равен 1. Для бомжатников, хостингов, личных блогов и т.д. (например, лайфджорнал, народ.ру и пр.) - домены третьего уровня (типа xxxxx.narod.ru) так же будут иметь фактор равный 1.","[""aalekseev"", ""denplusplus""]",alsafr,"If the main page of the owner (most often a second-level domain, such as xxxx.ru), the factor is 1. For bomzhatniki, hosting, personal blogs, etc. (eg, Lyfjornal, narod.ru, etc.) - third-level domains (such as xxxxx.narod.ru) will also have a factor of 1.",True,,True,True,,,,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FI_ADD_TIME_MP,AddTimeMP,,1.0,"[TG_DATE, TG_HOST, TG_STATIC, TG_REARR_USE, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]","Время добавления главной страницы владельца (хоста?), ремапится так же, как AddTime.","[""aalekseev"", ""denplusplus""]",alsafr,"The owner (host?) main page addition time, remaps in the same way as AddTime.",,,True,True,,,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,FI_ALICE_MUSIC_TRACK_TITLE_ANNOTATION_MAX_VALUE_WEIGHTED,AliceMusicTrackTitleAnnotationMaxValueWeighted,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_UNUSED, TG_DYNAMIC, TG_DOC, TG_ALICE_MUSIC, TG_ANNOTATION_NOFILTER, TG_TEXT_MACHINE, TG_ALLOW_USE_FOR_ALICE]",Значение фактора AnnotationMaxValueWeighted для стрима AliceMusic,anrodigina,"[""anrodigina"", ""gotmanov"", ""hommforever""]",The value of the AnnotationMaxValueWeighted factor for the AliceMusic streamer,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,"[""BUKI-2932""]",2020-03-11,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,FI_URL_CLICKS_PCTR,QueryURLClicksPCTR,http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/Клики#queryurldownerclickspctrfrccomboreg,0.6,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_USER_EXT_DATA, TG_REARR_USE, TG_OFTEN_ZERO, TG_L2, TG_SAMOHOD_UNIMPLEMENTED, TG_USERFEAT, TG_USERFEAT_90D, TG_NN_OVER_FEATURES_USE, TG_USERFEAT_CLICKS_SHOWS, TG_FORMULA_2245_DEP_3, TG_DEPRECATED]",Насколько часто кликают в данный URL по данному запросу - CTR домноженный на поправочный коэффициент,"[""akhropov"", ""solar""]","[""tarum"", ""niknik""]",How often the URL is clicked on this query - CTR multiplied by the correction factor,True,,,True,,,,True,True,,True,,True,,True,,,,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,True,True,,CNT_RELEV,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,FI_TEXT_BM25,TextBM25,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]",Простой BM25 по тексту.,gulin,gulin,Simple BM25 by text.,True,,,True,,TextBM25,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,FI_LINK_BM25,LinkBM25,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]","Простой BM25 по линкам, веса линков не учитываются.",gulin,gulin,"Simple BM25 by links, link weights are not taken into account.",True,,,True,,"[""LinkBM25"", ""Dynamic""]",,True,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,FI_TLBM25,TLBM25,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_LINK_TEXT, TG_UNDOCUMENTED, TG_L2, TG_DEPRECATED]",Простой BM25 по тексту и линкам одновременно.,gulin,gulin,Simple BM25 by text and links at the same time.,True,,,True,,TextAndLinkBM25,True,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FI_TLP1,TLp1,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_LINK_TEXT, TG_BINARY, TG_UNDOCUMENTED, TG_L2, TG_DEPRECATED]",Все слова запроса есть в тексте + линках.,gulin,gulin,All query words are in the text + links.,True,,,True,,TextAndLinkBM25,True,True,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,FI_ADV,Adv,,,"[TG_OWNER, TG_STATIC, TG_BINARY, TG_DEPRECATED, TG_OFTEN_ZERO]",На сайте есть реклама.,"[""aalekseev"", ""denplusplus""]","[""sisoid"", ""alsafr""]",There are ads on the site.,,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,FI_YANDEX_ADV,YandexAdv,,1.0,"[TG_OWNER, TG_STATIC, TG_BINARY, TG_REARR_USE, TG_DEPRECATED, TG_OFTEN_ZERO]",На сайте есть реклама Яндекса.,"[""aalekseev"", ""denplusplus""]","[""sisoid"", ""alsafr""]",There are Yandex ads on the site.,,,True,,,,,,True,,,,True,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,FI_NO_SPAM,NoSpam,,1.0,"[TG_OWNER, TG_STATIC, TG_THEME_CLASSIF, TG_REARR_USE, TG_DEPRECATED]","Классификатор спама по фичам из антиспама признал сайт НЕ(!) спамом. Т.е. 0=спам, 1=хороший.","[""aalekseev"", ""denplusplus""]",alsafr,"Spam classifier by anti-spam chips recognized the site as NOT(!) spam. I.e. 0=spam, 1=good.",,,True,,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,FI_TEXT_PAIR,TxtPair,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]","Простой BM25 по парам слов - берем все пары слов запроса и считаем число их вхождений в текст документа. В качества веса пары используем сумму весов слов. Комм Не работает, если в запросе есть стоп-слово",gulin,gulin,Simple BM25 by word pairs - we take all pairs of query words and count the number of their occurrences in the text of the document. We use sum of word weights as pair weight. Comm Doesn't work if query has stop word,True,,,True,,TextBM25,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,FI_LINK_PAIR,LnkPair,,,"[TG_DOC, TG_DYNAMIC, TG_LINK_TEXT, TG_UNDOCUMENTED, TG_L2, TG_DEPRECATED]","То же, что TxtPair, но для линков; веса линков не учитываются.",gulin,gulin,"Same as TxtPair, but for links; link weights are not taken into account.",True,,,True,,LinkBM25,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
